,val_clf_acc,val_sys_acc,val_deferral_acc,train_loss,val_loss,deferral_loss,aux_loss
0,0.937239475534317,0.8613790600832837,0.8183803980798001,3.2710996782407165,9.363452911376953,3.2710996782407165,0.012345476984364723
